"PolicyDisplayName","Id","PolicySection","ConditionName","PropertyName","PropertySetting"
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","users","excludeGuestsOrExternalUsersguestOrExternalUserTypes",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","users","excludeGuestsOrExternalUserstennats",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","users","includeGuestsOrExternalUsersguestOrExternalUserTypes",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","users","includeGuestsOrExternalUserstennats",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","users","excludeGroups",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","users","excludeRoles",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","users","includeRoles","Global Administrator"
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","users","excludeUsers",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","users","includeUsers",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","users","includeGroups",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","platforms","platforms",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","userRiskLevels","userRiskLevels",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","clientAppTypes","clientAppTypes","all"
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","applications","includeAuthenticationContextClassReferences",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","applications","includeUserActions","urn:user:registersecurityinfo"
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","applications","excludeApplications",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","applications","applicationFilterMode",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","applications","applicationFilterRule",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","applications","includeApplications",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","servicePrincipalRiskLevels","servicePrincipalRiskLevels",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","locations","locations",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","clientApplications","clientApplications",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","signInRiskLevels","signInRiskLevels","none"
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","Conditions","devices","devices",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","GrantControls","operator","operator","OR"
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","GrantControls","customAuthenticationFactors","customAuthenticationFactors",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","GrantControls","builtInControls","builtInControls",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","GrantControls","authenticationStrength","allowedCombinations","temporaryAccessPassOneTime"
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","GrantControls","authenticationStrength","id","10900f0a-4ebe-4175-afa0-b12e877db879"
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","GrantControls","authenticationStrength","combinationConfigurations",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","GrantControls","authenticationStrength","createdDateTime","12/22/2022 7:11:57 PM"
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","GrantControls","authenticationStrength","modifiedDateTime","6/16/2023 7:54:54 PM"
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","GrantControls","authenticationStrength","policyType","custom"
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","GrantControls","authenticationStrength","displayName","MFARegistration"
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","GrantControls","authenticationStrength","requirementsSatisfied","mfa"
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","GrantControls","authenticationStrength","description",""
"Admin MFA Registration","773e51be-f950-4756-9f3a-63e93c3bc665","GrantControls","termsOfUse","termsOfUse",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Base","templateId","templateId",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Base","createdDateTime","createdDateTime","6/27/2023 2:16:27 PM"
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Base","modifiedDateTime","modifiedDateTime","9/21/2023 2:34:58 PM"
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Base","state","state","disabled"
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","users","excludeGuestsOrExternalUsersguestOrExternalUserTypes",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","users","excludeGuestsOrExternalUserstennats",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","users","includeGuestsOrExternalUsersguestOrExternalUserTypes",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","users","includeGuestsOrExternalUserstennats",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","users","excludeGroups",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","users","excludeRoles","Global Administrator"
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","users","includeRoles",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","users","excludeUsers",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","users","includeUsers","All"
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","users","includeGroups",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","platforms","platforms",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","userRiskLevels","userRiskLevels",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","clientAppTypes","clientAppTypes","all"
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","applications","includeAuthenticationContextClassReferences",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","applications","includeUserActions",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","applications","excludeApplications",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","applications","applicationFilterMode",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","applications","applicationFilterRule",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","applications","includeApplications","Office365"
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","servicePrincipalRiskLevels","servicePrincipalRiskLevels",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","locations","locations",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","clientApplications","clientApplications",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","signInRiskLevels","signInRiskLevels",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","devices","deviceFilterMode","exclude"
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","Conditions","devices","deviceFilterRule","device.isCompliant -eq True"
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","SessionControls","signInFrequency","signInFrequency",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","SessionControls","persistentBrowser","persistentBrowser",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","SessionControls","applicationEnforcedRestrictions","applicationEnforcedRestrictions",""
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","SessionControls","cloudAppSecurity","isEnabled","True"
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","SessionControls","cloudAppSecurity","cloudAppSecurityType","mcasConfigured"
"OWA Unmanaged Devices","811aaff8-eb07-4cd6-af9b-b86b0da15ee1","SessionControls","disableResilienceDefaults","disableResilienceDefaults",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Base","templateId","templateId",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Base","createdDateTime","createdDateTime","9/19/2023 6:13:59 PM"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Base","modifiedDateTime","modifiedDateTime",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Base","state","state","enabledForReportingButNotEnforced"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","excludeGuestsOrExternalUsersguestOrExternalUserTypes",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","excludeGuestsOrExternalUserstennats",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeGuestsOrExternalUsersguestOrExternalUserTypes",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeGuestsOrExternalUserstennats",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","excludeGroups","PAW-Global-Break-Glass-Accounts"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","excludeRoles",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Application Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Authentication Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Authentication Policy Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Azure AD Joined Device Local Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Azure DevOps Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Cloud App Security Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Cloud Application Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Cloud Device Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Conditional Access Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Directory Synchronization Accounts"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Directory Writers"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Domain Name Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","External ID User Flow Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","External ID User Flow Attribute Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","External Identity Provider Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Global Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Global Reader"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Groups Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Helpdesk Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Hybrid Identity Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Intune Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Password Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Privileged Authentication Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Privileged Role Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Reports Reader"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Security Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Security Operator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","Security Reader"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeRoles","User Administrator"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","excludeUsers",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeUsers",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","users","includeGroups","PAW-Global-Users"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","platforms","platforms",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","userRiskLevels","userRiskLevels",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","clientAppTypes","clientAppTypes","all"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","applications","includeAuthenticationContextClassReferences",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","applications","includeUserActions",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","applications","excludeApplications",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","applications","applicationFilterMode",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","applications","applicationFilterRule",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","applications","includeApplications","All"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","servicePrincipalRiskLevels","servicePrincipalRiskLevels",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","locations","locations",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","clientApplications","clientApplications",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","signInRiskLevels","signInRiskLevels",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","Conditions","devices","devices",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","GrantControls","operator","operator","AND"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","GrantControls","customAuthenticationFactors","customAuthenticationFactors",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","GrantControls","builtInControls","builtInControls","mfa"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","GrantControls","builtInControls","builtInControls","compliantDevice"
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","GrantControls","authenticationStrength","authenticationStrength",""
"PAW-Global-2304-Allow-Require-MFA-and-Compliant-Device","1bf90dc3-4c84-4229-bc92-6f20e907c94b","GrantControls","termsOfUse","termsOfUse",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Base","templateId","templateId",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Base","createdDateTime","createdDateTime","9/19/2023 6:14:02 PM"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Base","modifiedDateTime","modifiedDateTime",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Base","state","state","enabledForReportingButNotEnforced"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","excludeGuestsOrExternalUsersguestOrExternalUserTypes",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","excludeGuestsOrExternalUserstennats",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeGuestsOrExternalUsersguestOrExternalUserTypes",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeGuestsOrExternalUserstennats",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","excludeGroups","PAW-Global-Break-Glass-Accounts"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","excludeRoles",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Application Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Authentication Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Authentication Policy Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Azure AD Joined Device Local Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Azure DevOps Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Cloud App Security Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Cloud Application Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Cloud Device Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Conditional Access Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Directory Synchronization Accounts"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Directory Writers"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Domain Name Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","External ID User Flow Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","External ID User Flow Attribute Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","External Identity Provider Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Global Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Global Reader"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Groups Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Helpdesk Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Hybrid Identity Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Intune Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Password Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Privileged Authentication Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Privileged Role Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Reports Reader"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Security Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Security Operator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","Security Reader"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeRoles","User Administrator"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","excludeUsers",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeUsers",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","users","includeGroups","PAW-Global-Users"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","platforms","platforms",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","userRiskLevels","userRiskLevels",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","clientAppTypes","clientAppTypes","all"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","applications","includeAuthenticationContextClassReferences",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","applications","includeUserActions",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","applications","excludeApplications",
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","applications","excludeApplications",
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","applications","applicationFilterMode",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","applications","applicationFilterRule",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","applications","includeApplications","All"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","servicePrincipalRiskLevels","servicePrincipalRiskLevels",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","locations","locations",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","clientApplications","clientApplications",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","signInRiskLevels","signInRiskLevels",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","devices","deviceFilterMode","exclude"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","Conditions","devices","deviceFilterRule","device.extensionAttribute1 -eq ""PAW"""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","GrantControls","operator","operator","OR"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","GrantControls","customAuthenticationFactors","customAuthenticationFactors",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","GrantControls","builtInControls","builtInControls","block"
