"PolicyDisplayName","Id","PolicySection","ConditionName","PropertyName","PropertySetting"
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","GrantControls","authenticationStrength","authenticationStrength",""
"PAW-Global-2304-Block-Device-Filter","aac7d47e-ff17-40bc-aeac-43778677113a","GrantControls","termsOfUse","termsOfUse",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Base","templateId","templateId",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Base","createdDateTime","createdDateTime","9/19/2023 6:14:04 PM"
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Base","modifiedDateTime","modifiedDateTime",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Base","state","state","enabledForReportingButNotEnforced"
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","users","excludeGuestsOrExternalUsersguestOrExternalUserTypes",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","users","excludeGuestsOrExternalUserstennats",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","users","includeGuestsOrExternalUsersguestOrExternalUserTypes",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","users","includeGuestsOrExternalUserstennats",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","users","excludeGroups","PAW-Global-Break-Glass-Accounts"
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","users","excludeRoles",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","users","includeRoles",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","users","excludeUsers",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","users","includeUsers",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","users","includeGroups","PAW-Global-Users"
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","platforms","platforms",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","userRiskLevels","userRiskLevels",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","clientAppTypes","clientAppTypes","exchangeActiveSync"
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","clientAppTypes","clientAppTypes","other"
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","applications","includeAuthenticationContextClassReferences",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","applications","includeUserActions",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","applications","excludeApplications",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","applications","applicationFilterMode",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","applications","applicationFilterRule",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","applications","includeApplications","All"
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","servicePrincipalRiskLevels","servicePrincipalRiskLevels",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","locations","locations",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","clientApplications","clientApplications",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","signInRiskLevels","signInRiskLevels",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","Conditions","devices","devices",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","GrantControls","operator","operator","OR"
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","GrantControls","customAuthenticationFactors","customAuthenticationFactors",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","GrantControls","builtInControls","builtInControls","block"
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","GrantControls","authenticationStrength","authenticationStrength",""
"PAW-Global-2304-Block-Legacy-Auth","7a31b148-5fd8-46b9-8f43-d5565e1a0495","GrantControls","termsOfUse","termsOfUse",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Base","templateId","templateId",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Base","createdDateTime","createdDateTime","9/19/2023 6:14:06 PM"
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Base","modifiedDateTime","modifiedDateTime",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Base","state","state","enabledForReportingButNotEnforced"
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","users","excludeGuestsOrExternalUsersguestOrExternalUserTypes",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","users","excludeGuestsOrExternalUserstennats",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","users","includeGuestsOrExternalUsersguestOrExternalUserTypes",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","users","includeGuestsOrExternalUserstennats",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","users","excludeGroups","PAW-Global-Break-Glass-Accounts"
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","users","excludeRoles",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","users","includeRoles",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","users","excludeUsers",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","users","includeUsers",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","users","includeGroups","PAW-Global-Users"
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","platforms","excludePlatforms","windows"
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","platforms","includePlatforms","all"
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","userRiskLevels","userRiskLevels",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","clientAppTypes","clientAppTypes","all"
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","applications","includeAuthenticationContextClassReferences",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","applications","includeUserActions",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","applications","excludeApplications",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","applications","applicationFilterMode",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","applications","applicationFilterRule",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","applications","includeApplications","All"
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","servicePrincipalRiskLevels","servicePrincipalRiskLevels",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","locations","locations",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","clientApplications","clientApplications",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","signInRiskLevels","signInRiskLevels",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","Conditions","devices","devices",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","GrantControls","operator","operator","OR"
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","GrantControls","customAuthenticationFactors","customAuthenticationFactors",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","GrantControls","builtInControls","builtInControls","block"
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","GrantControls","authenticationStrength","authenticationStrength",""
"PAW-Global-2304-Block-Unsupported-OS","a2199b07-c98f-4742-bc02-c50b2b876a9c","GrantControls","termsOfUse","termsOfUse",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Base","templateId","templateId",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Base","createdDateTime","createdDateTime","9/19/2023 6:14:09 PM"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Base","modifiedDateTime","modifiedDateTime",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Base","state","state","enabledForReportingButNotEnforced"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","users","excludeGuestsOrExternalUsersguestOrExternalUserTypes",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","users","excludeGuestsOrExternalUserstennats",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","users","includeGuestsOrExternalUsersguestOrExternalUserTypes",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","users","includeGuestsOrExternalUserstennats",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","users","excludeGroups","PAW-Global-Break-Glass-Accounts"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","users","excludeRoles",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","users","includeRoles",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","users","excludeUsers",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","users","includeUsers",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","users","includeGroups","PAW-Global-Users"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","platforms","platforms",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","userRiskLevels","userRiskLevels",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","clientAppTypes","clientAppTypes","all"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","applications","includeAuthenticationContextClassReferences",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","applications","includeUserActions",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","applications","excludeApplications",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","applications","applicationFilterMode",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","applications","applicationFilterRule",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","applications","includeApplications","All"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","servicePrincipalRiskLevels","servicePrincipalRiskLevels",""
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","AF"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","AX"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","AL"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","DZ"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","AS"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","AD"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","AO"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","AI"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","AQ"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","AG"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","AR"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","AM"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","AW"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","AU"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","AT"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","AZ"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BS"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BH"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BD"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BB"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BY"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BE"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BZ"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BJ"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BM"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BT"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BO"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BQ"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BA"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BW"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BV"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BR"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","IO"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BN"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BG"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BF"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","BI"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CV"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","KH"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CM"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CA"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","KY"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CF"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","TD"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CL"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CN"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CX"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CC"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CO"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","KM"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CK"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CR"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CI"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","HR"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CU"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CW"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CY"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CZ"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","CD"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","DK"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","DJ"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","DM"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","DO"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","EC"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","EG"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","EH"
"PAW-Global-2304-Block-Unsupported-SignIn-Locations","7d78c28b-eb4e-4271-a3ba-757487e28fc7","Conditions","locations_includeLocations_PAW-Global-2304-Blocked-Countries","countriesAndRegions","SV"
